,Area Code (M49),Area,Item Code (CPC),Item,Volume,Unit
385,204,Benin,21514,"Sheep fat, unrendered",,USD
386,64,Bhutan,21513,"Buffalo fat, unrendered",,USD
387,64,Bhutan,21512,"Cattle fat, unrendered",,USD
388,64,Bhutan,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
389,64,Bhutan,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
390,64,Bhutan,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
391,64,Bhutan,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
392,64,Bhutan,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
393,64,Bhutan,21511.01,Fat of pigs,,USD
394,64,Bhutan,21515,"Goat fat, unrendered",,USD
395,64,Bhutan,0231,"Hen eggs in shell, fresh",8941491.572,USD
396,64,Bhutan,21112,"Meat of buffalo, fresh or chilled",0.0,USD
397,64,Bhutan,21111.01,"Meat of cattle with the bone, fresh or chilled",12529856.334,USD
398,64,Bhutan,21121,"Meat of chickens, fresh or chilled",3792219.808,USD
399,64,Bhutan,21116,"Meat of goat, fresh or chilled",884655.277,USD
400,64,Bhutan,21113.01,"Meat of pig with the bone, fresh or chilled",4244122.4454,USD
401,64,Bhutan,21115,"Meat of sheep, fresh or chilled",173028.53399999999,USD
402,64,Bhutan,02910,Natural honey,,USD
403,64,Bhutan,02951.03,Raw hides and skins of buffaloes,,USD
404,64,Bhutan,02951.01,Raw hides and skins of cattle,,USD
405,64,Bhutan,02954,Raw hides and skins of goats or kids,,USD
406,64,Bhutan,02953,Raw hides and skins of sheep or lambs,,USD
407,64,Bhutan,02212,Raw milk of buffalo,6875642.286666665,USD
408,64,Bhutan,02211,Raw milk of cattle,34124244.4452,USD
409,64,Bhutan,21514,"Sheep fat, unrendered",,USD
410,64,Bhutan,02941,"Shorn wool, greasy, including fleece-washed shorn wool",0.0,USD
411,68,Bolivia (Plurinational State of),21512,"Cattle fat, unrendered",,USD
412,68,Bolivia (Plurinational State of),21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
413,68,Bolivia (Plurinational State of),21156,"Edible offal of goat, fresh, chilled or frozen",,USD
414,68,Bolivia (Plurinational State of),21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
415,68,Bolivia (Plurinational State of),21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
416,68,Bolivia (Plurinational State of),21511.01,Fat of pigs,,USD
417,68,Bolivia (Plurinational State of),21515,"Goat fat, unrendered",,USD
418,68,Bolivia (Plurinational State of),0231,"Hen eggs in shell, fresh",234374005.685,USD
419,68,Bolivia (Plurinational State of),21111.01,"Meat of cattle with the bone, fresh or chilled",2053029385.8,USD
420,68,Bolivia (Plurinational State of),21121,"Meat of chickens, fresh or chilled",1961213061.6000001,USD
421,68,Bolivia (Plurinational State of),21122,"Meat of ducks, fresh or chilled",4398054.008,USD
422,68,Bolivia (Plurinational State of),21116,"Meat of goat, fresh or chilled",39386488.9,USD
423,68,Bolivia (Plurinational State of),21117.02,"Meat of other domestic camelids, fresh or chilled",,USD
424,68,Bolivia (Plurinational State of),21119.01,"Meat of other domestic rodents, fresh or chilled",,USD
425,68,Bolivia (Plurinational State of),21113.01,"Meat of pig with the bone, fresh or chilled",423313168.32,USD
426,68,Bolivia (Plurinational State of),21114,"Meat of rabbits and hares, fresh or chilled",,USD
427,68,Bolivia (Plurinational State of),21115,"Meat of sheep, fresh or chilled",283052308.79999995,USD
428,68,Bolivia (Plurinational State of),02910,Natural honey,,USD
429,68,Bolivia (Plurinational State of),02951.01,Raw hides and skins of cattle,,USD
430,68,Bolivia (Plurinational State of),02954,Raw hides and skins of goats or kids,,USD
431,68,Bolivia (Plurinational State of),02953,Raw hides and skins of sheep or lambs,,USD
432,68,Bolivia (Plurinational State of),02211,Raw milk of cattle,459599374.52940005,USD
433,68,Bolivia (Plurinational State of),02292,Raw milk of goats,68325768.2705,USD
434,68,Bolivia (Plurinational State of),02291,Raw milk of sheep,83471425.34466666,USD
435,68,Bolivia (Plurinational State of),21514,"Sheep fat, unrendered",,USD
436,68,Bolivia (Plurinational State of),02941,"Shorn wool, greasy, including fleece-washed shorn wool",3145344.3,USD
437,70,Bosnia and Herzegovina,21512,"Cattle fat, unrendered",,USD
438,70,Bosnia and Herzegovina,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
439,70,Bosnia and Herzegovina,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
440,70,Bosnia and Herzegovina,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
441,70,Bosnia and Herzegovina,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
442,70,Bosnia and Herzegovina,21511.01,Fat of pigs,,USD
443,70,Bosnia and Herzegovina,0231,"Hen eggs in shell, fresh",50688871.440000005,USD
444,70,Bosnia and Herzegovina,21118.01,"Horse meat, fresh or chilled",24173.761999999995,USD
445,70,Bosnia and Herzegovina,21111.01,"Meat of cattle with the bone, fresh or chilled",54116770.55324999,USD
446,70,Bosnia and Herzegovina,21121,"Meat of chickens, fresh or chilled",197517731.01461542,USD
447,70,Bosnia and Herzegovina,21122,"Meat of ducks, fresh or chilled",0.0,USD
448,70,Bosnia and Herzegovina,21123,"Meat of geese, fresh or chilled",,USD
449,70,Bosnia and Herzegovina,21113.01,"Meat of pig with the bone, fresh or chilled",29072349.2535,USD
450,70,Bosnia and Herzegovina,21115,"Meat of sheep, fresh or chilled",7283867.6129,USD
451,70,Bosnia and Herzegovina,21124,"Meat of turkeys, fresh or chilled",,USD
452,70,Bosnia and Herzegovina,02910,Natural honey,,USD
453,70,Bosnia and Herzegovina,02951.01,Raw hides and skins of cattle,,USD
454,70,Bosnia and Herzegovina,02953,Raw hides and skins of sheep or lambs,,USD
455,70,Bosnia and Herzegovina,02211,Raw milk of cattle,296859666.97264,USD
456,70,Bosnia and Herzegovina,02291,Raw milk of sheep,9337983.152714284,USD
457,70,Bosnia and Herzegovina,21514,"Sheep fat, unrendered",,USD
458,70,Bosnia and Herzegovina,02941,"Shorn wool, greasy, including fleece-washed shorn wool",1286699.5684,USD
459,72,Botswana,21512,"Cattle fat, unrendered",,USD
460,72,Botswana,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
461,72,Botswana,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
462,72,Botswana,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
463,72,Botswana,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
464,72,Botswana,21511.01,Fat of pigs,,USD
465,72,Botswana,21170.02,"Game meat, fresh, chilled or frozen",,USD
466,72,Botswana,21515,"Goat fat, unrendered",,USD
467,72,Botswana,0231,"Hen eggs in shell, fresh",7899275.4,USD
468,72,Botswana,21111.01,"Meat of cattle with the bone, fresh or chilled",178150649.99999997,USD
469,72,Botswana,21121,"Meat of chickens, fresh or chilled",3947862.7193076923,USD
470,72,Botswana,21116,"Meat of goat, fresh or chilled",25331836.247142855,USD
471,72,Botswana,21113.01,"Meat of pig with the bone, fresh or chilled",870339.9495,USD
472,72,Botswana,21114,"Meat of rabbits and hares, fresh or chilled",,USD
473,72,Botswana,21115,"Meat of sheep, fresh or chilled",4807361.667099999,USD
474,72,Botswana,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
475,72,Botswana,02951.01,Raw hides and skins of cattle,,USD
476,72,Botswana,02954,Raw hides and skins of goats or kids,,USD
477,72,Botswana,02953,Raw hides and skins of sheep or lambs,,USD
478,72,Botswana,02211,Raw milk of cattle,104261334.49584001,USD
479,72,Botswana,02292,Raw milk of goats,5892727.632,USD
480,72,Botswana,21514,"Sheep fat, unrendered",,USD
481,76,Brazil,02960.01,Beeswax,,USD
482,76,Brazil,21512,"Cattle fat, unrendered",,USD
483,76,Brazil,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
484,76,Brazil,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
485,76,Brazil,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
486,76,Brazil,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
487,76,Brazil,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
488,76,Brazil,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
489,76,Brazil,21511.01,Fat of pigs,,USD
490,76,Brazil,21515,"Goat fat, unrendered",,USD
491,76,Brazil,0231,"Hen eggs in shell, fresh",7437356437.14744,USD
492,76,Brazil,21118.01,"Horse meat, fresh or chilled",109925548.982,USD
493,76,Brazil,21111.01,"Meat of cattle with the bone, fresh or chilled",54231153749.99999,USD
494,76,Brazil,21121,"Meat of chickens, fresh or chilled",41505011353.84615,USD
495,76,Brazil,21122,"Meat of ducks, fresh or chilled",10318228.799999999,USD
496,76,Brazil,21116,"Meat of goat, fresh or chilled",254018368.44371426,USD
497,76,Brazil,21113.01,"Meat of pig with the bone, fresh or chilled",19128900190.5645,USD
498,76,Brazil,21114,"Meat of rabbits and hares, fresh or chilled",,USD
499,76,Brazil,21115,"Meat of sheep, fresh or chilled",691756472.6120999,USD
500,76,Brazil,21124,"Meat of turkeys, fresh or chilled",,USD
501,76,Brazil,02910,Natural honey,,USD
502,76,Brazil,02951.01,Raw hides and skins of cattle,,USD
503,76,Brazil,02954,Raw hides and skins of goats or kids,,USD
504,76,Brazil,02953,Raw hides and skins of sheep or lambs,,USD
505,76,Brazil,02211,Raw milk of cattle,17545981992.54432,USD
506,76,Brazil,02292,Raw milk of goats,157235857.50400004,USD
507,76,Brazil,21514,"Sheep fat, unrendered",,USD
508,76,Brazil,02941,"Shorn wool, greasy, including fleece-washed shorn wool",8119808.536,USD
509,76,Brazil,02944,Silk-worm cocoons suitable for reeling,,USD
510,96,Brunei Darussalam,21513,"Buffalo fat, unrendered",,USD
511,96,Brunei Darussalam,21512,"Cattle fat, unrendered",,USD
512,96,Brunei Darussalam,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
513,96,Brunei Darussalam,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
514,96,Brunei Darussalam,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
515,96,Brunei Darussalam,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
516,96,Brunei Darussalam,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
517,96,Brunei Darussalam,21511.01,Fat of pigs,,USD
518,96,Brunei Darussalam,21515,"Goat fat, unrendered",,USD
519,96,Brunei Darussalam,0231,"Hen eggs in shell, fresh",26955100.491648648,USD
520,96,Brunei Darussalam,21112,"Meat of buffalo, fresh or chilled",8144934.460000001,USD
521,96,Brunei Darussalam,21111.01,"Meat of cattle with the bone, fresh or chilled",10072350.645000001,USD
522,96,Brunei Darussalam,21121,"Meat of chickens, fresh or chilled",86871660.72749999,USD
523,96,Brunei Darussalam,21122,"Meat of ducks, fresh or chilled",960324.7679999999,USD
524,96,Brunei Darussalam,21116,"Meat of goat, fresh or chilled",74731.02722222223,USD
525,96,Brunei Darussalam,21113.01,"Meat of pig with the bone, fresh or chilled",82596.144,USD
526,96,Brunei Darussalam,21115,"Meat of sheep, fresh or chilled",200163.0,USD
527,96,Brunei Darussalam,02951.03,Raw hides and skins of buffaloes,,USD
528,96,Brunei Darussalam,02951.01,Raw hides and skins of cattle,,USD
529,96,Brunei Darussalam,02954,Raw hides and skins of goats or kids,,USD
530,96,Brunei Darussalam,02953,Raw hides and skins of sheep or lambs,,USD
531,96,Brunei Darussalam,02212,Raw milk of buffalo,95173.372,USD
532,96,Brunei Darussalam,02211,Raw milk of cattle,29361.954325,USD
533,96,Brunei Darussalam,21514,"Sheep fat, unrendered",,USD
534,100,Bulgaria,21118.01,"Horse meat, fresh or chilled",0.0,USD
535,100,Bulgaria,21111.01,"Meat of cattle with the bone, fresh or chilled",108514704.74999999,USD
536,100,Bulgaria,21121,"Meat of chickens, fresh or chilled",258849072.46153846,USD
537,100,Bulgaria,21122,"Meat of ducks, fresh or chilled",48057504.0,USD
538,100,Bulgaria,21116,"Meat of goat, fresh or chilled",8723807.714285713,USD
539,100,Bulgaria,21113.01,"Meat of pig with the bone, fresh or chilled",313620400.5,USD
540,100,Bulgaria,21115,"Meat of sheep, fresh or chilled",45471289.6,USD
541,100,Bulgaria,02212,Raw milk of buffalo,11148797.333333334,USD
542,100,Bulgaria,02211,Raw milk of cattle,379359471.84000003,USD
543,100,Bulgaria,02292,Raw milk of goats,13748086.000000002,USD
544,100,Bulgaria,02291,Raw milk of sheep,42095951.71428571,USD
545,854,Burkina Faso,21512,"Cattle fat, unrendered",,USD
546,854,Burkina Faso,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
547,854,Burkina Faso,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
548,854,Burkina Faso,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
549,854,Burkina Faso,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
550,854,Burkina Faso,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
551,854,Burkina Faso,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
552,854,Burkina Faso,21519.02,Fat of camels,,USD
553,854,Burkina Faso,21511.01,Fat of pigs,,USD
554,854,Burkina Faso,21170.02,"Game meat, fresh, chilled or frozen",,USD
555,854,Burkina Faso,21515,"Goat fat, unrendered",,USD
556,854,Burkina Faso,0231,"Hen eggs in shell, fresh",205789923.2948,USD
557,854,Burkina Faso,21118.01,"Horse meat, fresh or chilled",408600.322,USD
558,854,Burkina Faso,21118.02,"Meat of asses, fresh or chilled",,USD
559,854,Burkina Faso,21117.01,"Meat of camels, fresh or chilled",,USD
560,854,Burkina Faso,21111.01,"Meat of cattle with the bone, fresh or chilled",811962274.8,USD
561,854,Burkina Faso,21121,"Meat of chickens, fresh or chilled",443630519.0,USD
562,854,Burkina Faso,21116,"Meat of goat, fresh or chilled",189023868.0,USD
563,854,Burkina Faso,21113.01,"Meat of pig with the bone, fresh or chilled",772201821.9150001,USD
564,854,Burkina Faso,21115,"Meat of sheep, fresh or chilled",166046067.0,USD
565,854,Burkina Faso,02910,Natural honey,,USD
566,854,Burkina Faso,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
567,854,Burkina Faso,02951.01,Raw hides and skins of cattle,,USD
568,854,Burkina Faso,02954,Raw hides and skins of goats or kids,,USD
569,854,Burkina Faso,02953,Raw hides and skins of sheep or lambs,,USD
570,854,Burkina Faso,02293,Raw milk of camel,,USD
571,854,Burkina Faso,02211,Raw milk of cattle,161748761.33333334,USD
572,854,Burkina Faso,02292,Raw milk of goats,32795162.4,USD
573,854,Burkina Faso,02291,Raw milk of sheep,14279236.632,USD
574,854,Burkina Faso,21514,"Sheep fat, unrendered",,USD
575,108,Burundi,02960.01,Beeswax,,USD
576,108,Burundi,21512,"Cattle fat, unrendered",,USD
577,108,Burundi,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
578,108,Burundi,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
579,108,Burundi,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
580,108,Burundi,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
581,108,Burundi,21511.01,Fat of pigs,,USD
582,108,Burundi,21515,"Goat fat, unrendered",,USD
583,108,Burundi,0231,"Hen eggs in shell, fresh",6823773.3416,USD
584,108,Burundi,21111.01,"Meat of cattle with the bone, fresh or chilled",95873489.68499999,USD
585,108,Burundi,21121,"Meat of chickens, fresh or chilled",24536629.128000002,USD
586,108,Burundi,21116,"Meat of goat, fresh or chilled",66042586.169999994,USD
587,108,Burundi,21113.01,"Meat of pig with the bone, fresh or chilled",38510045.874,USD
588,108,Burundi,21114,"Meat of rabbits and hares, fresh or chilled",,USD
589,108,Burundi,21115,"Meat of sheep, fresh or chilled",5452395.300000001,USD
590,108,Burundi,21124,"Meat of turkeys, fresh or chilled",,USD
591,108,Burundi,02910,Natural honey,,USD
592,108,Burundi,02951.01,Raw hides and skins of cattle,,USD
593,108,Burundi,02954,Raw hides and skins of goats or kids,,USD
594,108,Burundi,02953,Raw hides and skins of sheep or lambs,,USD
595,108,Burundi,02211,Raw milk of cattle,44205099.488,USD
596,108,Burundi,02292,Raw milk of goats,12389262.889999999,USD
597,108,Burundi,02291,Raw milk of sheep,256849.056,USD
598,108,Burundi,21514,"Sheep fat, unrendered",,USD
599,132,Cabo Verde,21512,"Cattle fat, unrendered",,USD
600,132,Cabo Verde,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
601,132,Cabo Verde,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
602,132,Cabo Verde,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
603,132,Cabo Verde,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
604,132,Cabo Verde,21511.01,Fat of pigs,,USD
605,132,Cabo Verde,21515,"Goat fat, unrendered",,USD
606,132,Cabo Verde,0231,"Hen eggs in shell, fresh",5704192.653,USD
607,132,Cabo Verde,21111.01,"Meat of cattle with the bone, fresh or chilled",4924255.956,USD
608,132,Cabo Verde,21121,"Meat of chickens, fresh or chilled",1850117.4640000002,USD
609,132,Cabo Verde,21116,"Meat of goat, fresh or chilled",3242140.1149999998,USD
610,132,Cabo Verde,21113.01,"Meat of pig with the bone, fresh or chilled",8678533.2282,USD
611,132,Cabo Verde,21115,"Meat of sheep, fresh or chilled",776553.504,USD
612,132,Cabo Verde,02951.01,Raw hides and skins of cattle,,USD
613,132,Cabo Verde,02954,Raw hides and skins of goats or kids,,USD
614,132,Cabo Verde,02953,Raw hides and skins of sheep or lambs,,USD
615,132,Cabo Verde,02211,Raw milk of cattle,3600999.22,USD
616,132,Cabo Verde,02292,Raw milk of goats,12832334.450000001,USD
617,132,Cabo Verde,21514,"Sheep fat, unrendered",,USD
618,116,Cambodia,21513,"Buffalo fat, unrendered",,USD
619,116,Cambodia,21512,"Cattle fat, unrendered",,USD
620,116,Cambodia,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
621,116,Cambodia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
622,116,Cambodia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
623,116,Cambodia,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
624,116,Cambodia,21511.01,Fat of pigs,,USD
625,116,Cambodia,0231,"Hen eggs in shell, fresh",40641587.571,USD
626,116,Cambodia,21112,"Meat of buffalo, fresh or chilled",27236148.28333333,USD
627,116,Cambodia,21111.01,"Meat of cattle with the bone, fresh or chilled",380142149.085,USD
628,116,Cambodia,21121,"Meat of chickens, fresh or chilled",60945746.368,USD
629,116,Cambodia,21122,"Meat of ducks, fresh or chilled",21448081.167999998,USD
630,116,Cambodia,21113.01,"Meat of pig with the bone, fresh or chilled",348850788.8688,USD
631,116,Cambodia,02951.03,Raw hides and skins of buffaloes,,USD
632,116,Cambodia,02951.01,Raw hides and skins of cattle,,USD
633,116,Cambodia,02211,Raw milk of cattle,19302421.824800003,USD
634,116,Cambodia,02944,Silk-worm cocoons suitable for reeling,,USD
635,120,Cameroon,02960.01,Beeswax,,USD
636,120,Cameroon,21512,"Cattle fat, unrendered",,USD
637,120,Cameroon,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
638,120,Cameroon,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
