,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,Country Group
3449,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1130000.0,A,Official figure,,High-income economies
3450,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,34230.69,I,Imputed value,,High-income economies
3451,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,21170.01,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2022,2022,t,95.67,E,Estimated value,,High-income economies
3452,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,119365.37,I,Imputed value,,High-income economies
3453,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02910,Natural honey,2022,2022,t,111.41,I,Imputed value,,High-income economies
3454,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,4513.95,I,Imputed value,,High-income economies
3455,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,6093.06,I,Imputed value,,High-income economies
3456,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,20530.84,I,Imputed value,,High-income economies
3457,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02293,Raw milk of camel,2022,2022,t,135540.0,E,Estimated value,,High-income economies
3458,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02211,Raw milk of cattle,2022,2022,t,2529180.77,E,Estimated value,,High-income economies
3459,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02292,Raw milk of goats,2022,2022,t,102862.85,I,Imputed value,,High-income economies
3460,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02291,Raw milk of sheep,2022,2022,t,82373.33,E,Estimated value,,High-income economies
3461,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,9549.23,I,Imputed value,,High-income economies
3462,QCL,Crops and livestock products,682,Saudi Arabia,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,14373.74,E,Estimated value,,High-income economies
3463,QCL,Crops and livestock products,686,Senegal,5510,Production,02960.01,Beeswax,2022,2022,t,357.78,E,Estimated value,,Lower-middle-income economies
3464,QCL,Crops and livestock products,686,Senegal,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,1801.02,I,Imputed value,,Lower-middle-income economies
3465,QCL,Crops and livestock products,686,Senegal,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,18010.2,I,Imputed value,,Lower-middle-income economies
3466,QCL,Crops and livestock products,686,Senegal,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,6791.72,I,Imputed value,,Lower-middle-income economies
3467,QCL,Crops and livestock products,686,Senegal,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,2270.17,I,Imputed value,,Lower-middle-income economies
3468,QCL,Crops and livestock products,686,Senegal,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,9183.43,I,Imputed value,,Lower-middle-income economies
3469,QCL,Crops and livestock products,686,Senegal,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,2.95,I,Imputed value,,Lower-middle-income economies
3470,QCL,Crops and livestock products,686,Senegal,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,799.88,I,Imputed value,,Lower-middle-income economies
3471,QCL,Crops and livestock products,686,Senegal,5510,Production,21519.02,Fat of camels,2022,2022,t,1.19,I,Imputed value,,Lower-middle-income economies
3472,QCL,Crops and livestock products,686,Senegal,5510,Production,21511.01,Fat of pigs,2022,2022,t,1504.65,I,Imputed value,,Lower-middle-income economies
3473,QCL,Crops and livestock products,686,Senegal,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,60.53,I,Imputed value,,Lower-middle-income economies
3474,QCL,Crops and livestock products,686,Senegal,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,783.66,I,Imputed value,,Lower-middle-income economies
3475,QCL,Crops and livestock products,686,Senegal,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,68900.0,E,Estimated value,,Lower-middle-income economies
3477,QCL,Crops and livestock products,686,Senegal,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,7141.79,I,Imputed value,,Lower-middle-income economies
3478,QCL,Crops and livestock products,686,Senegal,5510,Production,21118.02,"Meat of asses, fresh or chilled",2022,2022,t,3201.59,I,Imputed value,,Lower-middle-income economies
3479,QCL,Crops and livestock products,686,Senegal,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,22.0,A,Official figure,,Lower-middle-income economies
3480,QCL,Crops and livestock products,686,Senegal,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,90051.0,A,Official figure,,Lower-middle-income economies
3481,QCL,Crops and livestock products,686,Senegal,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,142165.0,A,Official figure,,Lower-middle-income economies
3482,QCL,Crops and livestock products,686,Senegal,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,26122.0,A,Official figure,,Lower-middle-income economies
3483,QCL,Crops and livestock products,686,Senegal,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,19798.0,A,Official figure,,Lower-middle-income economies
3484,QCL,Crops and livestock products,686,Senegal,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,42461.0,A,Official figure,,Lower-middle-income economies
3485,QCL,Crops and livestock products,686,Senegal,5510,Production,02910,Natural honey,2022,2022,t,3833.82,I,Imputed value,,Lower-middle-income economies
3486,QCL,Crops and livestock products,686,Senegal,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,7904.07,E,Estimated value,,Lower-middle-income economies
3487,QCL,Crops and livestock products,686,Senegal,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,18010.2,I,Imputed value,,Lower-middle-income economies
3488,QCL,Crops and livestock products,686,Senegal,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,6269.28,I,Imputed value,,Lower-middle-income economies
3489,QCL,Crops and livestock products,686,Senegal,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,9874.65,I,Imputed value,,Lower-middle-income economies
3490,QCL,Crops and livestock products,686,Senegal,5510,Production,02293,Raw milk of camel,2022,2022,t,548.46,I,Imputed value,,Lower-middle-income economies
3491,QCL,Crops and livestock products,686,Senegal,5510,Production,02211,Raw milk of cattle,2022,2022,t,222629.63,E,Estimated value,,Lower-middle-income economies
3492,QCL,Crops and livestock products,686,Senegal,5510,Production,02292,Raw milk of goats,2022,2022,t,14225.48,I,Imputed value,,Lower-middle-income economies
3493,QCL,Crops and livestock products,686,Senegal,5510,Production,02291,Raw milk of sheep,2022,2022,t,12320.48,I,Imputed value,,Lower-middle-income economies
3494,QCL,Crops and livestock products,686,Senegal,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,1086.21,I,Imputed value,,Lower-middle-income economies
3495,QCL,Crops and livestock products,688,Serbia,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,2881.05,I,Imputed value,,Upper-middle-income economies
3496,QCL,Crops and livestock products,688,Serbia,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,11668.25,I,Imputed value,,Upper-middle-income economies
3497,QCL,Crops and livestock products,688,Serbia,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,565.93,I,Imputed value,,Upper-middle-income economies
3498,QCL,Crops and livestock products,688,Serbia,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,22422.45,I,Imputed value,,Upper-middle-income economies
3499,QCL,Crops and livestock products,688,Serbia,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,5140.71,I,Imputed value,,Upper-middle-income economies
3500,QCL,Crops and livestock products,688,Serbia,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,3.21,I,Imputed value,,Upper-middle-income economies
3501,QCL,Crops and livestock products,688,Serbia,5510,Production,21511.01,Fat of pigs,2022,2022,t,21999.39,I,Imputed value,,Upper-middle-income economies
3502,QCL,Crops and livestock products,688,Serbia,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,114.39,I,Imputed value,,Upper-middle-income economies
3503,QCL,Crops and livestock products,688,Serbia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,81594.0,A,Official figure,,Upper-middle-income economies
3505,QCL,Crops and livestock products,688,Serbia,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,28.2,I,Imputed value,,Upper-middle-income economies
3506,QCL,Crops and livestock products,688,Serbia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,74043.0,A,Official figure,,Upper-middle-income economies
3507,QCL,Crops and livestock products,688,Serbia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,115618.0,A,Official figure,,Upper-middle-income economies
3508,QCL,Crops and livestock products,688,Serbia,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
3509,QCL,Crops and livestock products,688,Serbia,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
3510,QCL,Crops and livestock products,688,Serbia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,2932.0,A,Official figure,,Upper-middle-income economies
3511,QCL,Crops and livestock products,688,Serbia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,305453.0,A,Official figure,,Upper-middle-income economies
3512,QCL,Crops and livestock products,688,Serbia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,28245.0,A,Official figure,,Upper-middle-income economies
3513,QCL,Crops and livestock products,688,Serbia,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
3514,QCL,Crops and livestock products,688,Serbia,5510,Production,02910,Natural honey,2022,2022,t,14228.0,A,Official figure,,Upper-middle-income economies
3515,QCL,Crops and livestock products,688,Serbia,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,60.88,I,Imputed value,,Upper-middle-income economies
3516,QCL,Crops and livestock products,688,Serbia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,10371.78,I,Imputed value,,Upper-middle-income economies
3517,QCL,Crops and livestock products,688,Serbia,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,565.93,I,Imputed value,,Upper-middle-income economies
3518,QCL,Crops and livestock products,688,Serbia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,5545.03,I,Imputed value,,Upper-middle-income economies
3519,QCL,Crops and livestock products,688,Serbia,5510,Production,02211,Raw milk of cattle,2022,2022,t,1468036.0,A,Official figure,,Upper-middle-income economies
3520,QCL,Crops and livestock products,688,Serbia,5510,Production,02292,Raw milk of goats,2022,2022,t,34771.0,A,Official figure,,Upper-middle-income economies
3521,QCL,Crops and livestock products,688,Serbia,5510,Production,02291,Raw milk of sheep,2022,2022,t,9300.0,A,Official figure,,Upper-middle-income economies
3522,QCL,Crops and livestock products,688,Serbia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,1386.26,I,Imputed value,,Upper-middle-income economies
3523,QCL,Crops and livestock products,688,Serbia,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,2890.0,A,Official figure,,Upper-middle-income economies
3524,QCL,Crops and livestock products,690,Seychelles,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,0.31,I,Imputed value,,High-income economies
3525,QCL,Crops and livestock products,690,Seychelles,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,1.97,I,Imputed value,,High-income economies
3526,QCL,Crops and livestock products,690,Seychelles,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,4.02,I,Imputed value,,High-income economies
3527,QCL,Crops and livestock products,690,Seychelles,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,30.89,I,Imputed value,,High-income economies
3528,QCL,Crops and livestock products,690,Seychelles,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,14.0,E,Estimated value,,High-income economies
3530,QCL,Crops and livestock products,690,Seychelles,5510,Production,21511.01,Fat of pigs,2022,2022,t,30.89,I,Imputed value,,High-income economies
3531,QCL,Crops and livestock products,690,Seychelles,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,0.4,I,Imputed value,,High-income economies
3532,QCL,Crops and livestock products,690,Seychelles,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,1784.17,E,Estimated value,,High-income economies
3534,QCL,Crops and livestock products,690,Seychelles,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,17.13,I,Imputed value,,High-income economies
3535,QCL,Crops and livestock products,690,Seychelles,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1556.17,I,Imputed value,,High-income economies
3536,QCL,Crops and livestock products,690,Seychelles,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,6.41,I,Imputed value,,High-income economies
3537,QCL,Crops and livestock products,690,Seychelles,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,22.07,I,Imputed value,,High-income economies
3538,QCL,Crops and livestock products,690,Seychelles,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,757.39,I,Imputed value,,High-income economies
3539,QCL,Crops and livestock products,690,Seychelles,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,1.97,I,Imputed value,,High-income economies
3540,QCL,Crops and livestock products,690,Seychelles,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,4.02,I,Imputed value,,High-income economies
3541,QCL,Crops and livestock products,690,Seychelles,5510,Production,02211,Raw milk of cattle,2022,2022,t,168.19,I,Imputed value,,High-income economies
3542,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02960.01,Beeswax,2022,2022,t,153.22,E,Estimated value,,Low income economies
3543,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,456.3,I,Imputed value,,Low income economies
3544,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,3802.51,I,Imputed value,,Low income economies
3545,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,355.53,I,Imputed value,,Low income economies
3546,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,64.33,I,Imputed value,,Low income economies
3547,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,412.53,I,Imputed value,,Low income economies
3548,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,10.0,E,Estimated value,,Low income economies
3550,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21511.01,Fat of pigs,2022,2022,t,79.04,I,Imputed value,,Low income economies
3551,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,3379.03,I,Imputed value,,Low income economies
3552,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,35.55,I,Imputed value,,Low income economies
3553,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,11582.76,E,Estimated value,,Low income economies
3555,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,12675.04,I,Imputed value,,Low income economies
3556,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,19808.25,I,Imputed value,,Low income economies
3557,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,1774.64,E,Estimated value,,Low income economies
3558,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,1599.89,I,Imputed value,,Low income economies
3559,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,1507.22,I,Imputed value,,Low income economies
3560,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21114,"Meat of rabbits and hares, fresh or chilled",2022,2022,t,8014.35,I,Imputed value,,Low income economies
3561,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,2062.67,I,Imputed value,,Low income economies
3562,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02910,Natural honey,2022,2022,t,492.17,E,Estimated value,,Low income economies
3563,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,2788.51,I,Imputed value,,Low income economies
3564,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,497.74,I,Imputed value,,Low income economies
3565,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,375.03,I,Imputed value,,Low income economies
3566,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,02211,Raw milk of cattle,2022,2022,t,149146.35,I,Imputed value,,Low income economies
3567,QCL,Crops and livestock products,694,Sierra Leone,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,56.25,I,Imputed value,,Low income economies
3568,QCL,Crops and livestock products,702,Singapore,5510,Production,21513,"Buffalo fat, unrendered",2022,2022,t,0.0,I,Imputed value,,High-income economies
3569,QCL,Crops and livestock products,702,Singapore,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,1.29,I,Imputed value,,High-income economies
3570,QCL,Crops and livestock products,702,Singapore,5510,Production,21152,"Edible offal of buffalo, fresh, chilled or frozen",2022,2022,t,0.0,I,Imputed value,,High-income economies
3571,QCL,Crops and livestock products,702,Singapore,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,5.1,I,Imputed value,,High-income economies
3572,QCL,Crops and livestock products,702,Singapore,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,0.57,I,Imputed value,,High-income economies
3573,QCL,Crops and livestock products,702,Singapore,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,1515.13,I,Imputed value,,High-income economies
3574,QCL,Crops and livestock products,702,Singapore,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,5.03,I,Imputed value,,High-income economies
3575,QCL,Crops and livestock products,702,Singapore,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,1200.0,E,Estimated value,,High-income economies
3577,QCL,Crops and livestock products,702,Singapore,5510,Production,21511.01,Fat of pigs,2022,2022,t,1239.65,I,Imputed value,,High-income economies
3578,QCL,Crops and livestock products,702,Singapore,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,0.1,I,Imputed value,,High-income economies
3579,QCL,Crops and livestock products,702,Singapore,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,36544.03,A,Official figure,,High-income economies
3581,QCL,Crops and livestock products,702,Singapore,5510,Production,21112,"Meat of buffalo, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,High-income economies
3582,QCL,Crops and livestock products,702,Singapore,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,34.59,E,Estimated value,,High-income economies
3583,QCL,Crops and livestock products,702,Singapore,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,45562.06,I,Imputed value,,High-income economies
3584,QCL,Crops and livestock products,702,Singapore,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,4336.69,I,Imputed value,,High-income economies
3585,QCL,Crops and livestock products,702,Singapore,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,9.58,I,Imputed value,,High-income economies
3586,QCL,Crops and livestock products,702,Singapore,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,24792.96,I,Imputed value,,High-income economies
3587,QCL,Crops and livestock products,702,Singapore,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,22.71,I,Imputed value,,High-income economies
3588,QCL,Crops and livestock products,702,Singapore,5510,Production,02951.03,Raw hides and skins of buffaloes,2022,2022,t,0.0,I,Imputed value,,High-income economies
3589,QCL,Crops and livestock products,702,Singapore,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,5.86,I,Imputed value,,High-income economies
3590,QCL,Crops and livestock products,702,Singapore,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,0.47,I,Imputed value,,High-income economies
3591,QCL,Crops and livestock products,702,Singapore,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,2.76,I,Imputed value,,High-income economies
3592,QCL,Crops and livestock products,702,Singapore,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,0.55,I,Imputed value,,High-income economies
3594,QCL,Crops and livestock products,703,Slovakia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,10850.0,A,Official figure,,High-income economies
3595,QCL,Crops and livestock products,703,Slovakia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,270.0,A,Official figure,,High-income economies
3596,QCL,Crops and livestock products,703,Slovakia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,59120.0,A,Official figure,,High-income economies
3597,QCL,Crops and livestock products,703,Slovakia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,480.0,A,Official figure,,High-income economies
3598,QCL,Crops and livestock products,703,Slovakia,5510,Production,02212,Raw milk of buffalo,2022,2022,t,0.0,A,Official figure,,High-income economies
3599,QCL,Crops and livestock products,703,Slovakia,5510,Production,02211,Raw milk of cattle,2022,2022,t,915120.0,A,Official figure,,High-income economies
3600,QCL,Crops and livestock products,703,Slovakia,5510,Production,02292,Raw milk of goats,2022,2022,t,190.0,A,Official figure,,High-income economies
3601,QCL,Crops and livestock products,703,Slovakia,5510,Production,02291,Raw milk of sheep,2022,2022,t,11670.0,A,Official figure,,High-income economies
3602,QCL,Crops and livestock products,705,Slovenia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,36080.0,A,Official figure,,High-income economies
3603,QCL,Crops and livestock products,705,Slovenia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,68440.0,A,Official figure,,High-income economies
3604,QCL,Crops and livestock products,705,Slovenia,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,A,Official figure,,High-income economies
3605,QCL,Crops and livestock products,705,Slovenia,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,High-income economies
3606,QCL,Crops and livestock products,705,Slovenia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,330.0,A,Official figure,,High-income economies
3607,QCL,Crops and livestock products,705,Slovenia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,26210.0,A,Official figure,,High-income economies
3608,QCL,Crops and livestock products,705,Slovenia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,1360.0,A,Official figure,,High-income economies
3609,QCL,Crops and livestock products,705,Slovenia,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,5220.0,A,Official figure,,High-income economies
3610,QCL,Crops and livestock products,705,Slovenia,5510,Production,02910,Natural honey,2022,2022,t,2405.0,A,Official figure,,High-income economies
3611,QCL,Crops and livestock products,705,Slovenia,5510,Production,02212,Raw milk of buffalo,2022,2022,t,0.0,A,Official figure,,High-income economies
3612,QCL,Crops and livestock products,705,Slovenia,5510,Production,02211,Raw milk of cattle,2022,2022,t,625350.0,A,Official figure,,High-income economies
3613,QCL,Crops and livestock products,705,Slovenia,5510,Production,02292,Raw milk of goats,2022,2022,t,2170.0,A,Official figure,,High-income economies
3614,QCL,Crops and livestock products,705,Slovenia,5510,Production,02291,Raw milk of sheep,2022,2022,t,590.0,A,Official figure,,High-income economies
3615,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,21.5,I,Imputed value,,Lower-middle-income economies
3616,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,95.23,I,Imputed value,,Lower-middle-income economies
3617,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,262.03,I,Imputed value,,Lower-middle-income economies
3618,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21511.01,Fat of pigs,2022,2022,t,391.09,I,Imputed value,,Lower-middle-income economies
3619,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,588.01,I,Imputed value,,Lower-middle-income economies
3621,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,768.02,I,Imputed value,,Lower-middle-income economies
3622,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,284.34,I,Imputed value,,Lower-middle-income economies
3623,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,2581.16,I,Imputed value,,Lower-middle-income economies
3624,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,104.45,I,Imputed value,,Lower-middle-income economies
3625,QCL,Crops and livestock products,90,Solomon Islands,5510,Production,02211,Raw milk of cattle,2022,2022,t,3052.6,I,Imputed value,,Lower-middle-income economies
3626,QCL,Crops and livestock products,706,Somalia,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,1942.37,I,Imputed value,,Low income economies
3627,QCL,Crops and livestock products,706,Somalia,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,10397.37,I,Imputed value,,Low income economies
3628,QCL,Crops and livestock products,706,Somalia,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,4436.51,I,Imputed value,,Low income economies
3629,QCL,Crops and livestock products,706,Somalia,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,10.15,I,Imputed value,,Low income economies
3630,QCL,Crops and livestock products,706,Somalia,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,7694.4,I,Imputed value,,Low income economies
3631,QCL,Crops and livestock products,706,Somalia,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,8751.92,I,Imputed value,,Low income economies
3632,QCL,Crops and livestock products,706,Somalia,5510,Production,21519.02,Fat of camels,2022,2022,t,2636.12,I,Imputed value,,Low income economies
