,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,Country Group
1320,QCL,Crops and livestock products,232,Eritrea,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,302.84,I,Imputed value,,Low income economies
1321,QCL,Crops and livestock products,232,Eritrea,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,2210.22,E,Estimated value,,Low income economies
1323,QCL,Crops and livestock products,232,Eritrea,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,3536.1,I,Imputed value,,Low income economies
1324,QCL,Crops and livestock products,232,Eritrea,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,24955.83,I,Imputed value,,Low income economies
1325,QCL,Crops and livestock products,232,Eritrea,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1101.69,I,Imputed value,,Low income economies
1326,QCL,Crops and livestock products,232,Eritrea,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,6332.05,I,Imputed value,,Low income economies
1327,QCL,Crops and livestock products,232,Eritrea,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,6738.66,I,Imputed value,,Low income economies
1328,QCL,Crops and livestock products,232,Eritrea,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,4991.17,I,Imputed value,,Low income economies
1329,QCL,Crops and livestock products,232,Eritrea,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,757.09,I,Imputed value,,Low income economies
1330,QCL,Crops and livestock products,232,Eritrea,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,688.52,I,Imputed value,,Low income economies
1331,QCL,Crops and livestock products,232,Eritrea,5510,Production,02293,Raw milk of camel,2022,2022,t,12361.47,I,Imputed value,,Low income economies
1332,QCL,Crops and livestock products,232,Eritrea,5510,Production,02211,Raw milk of cattle,2022,2022,t,120000.0,E,Estimated value,,Low income economies
1333,QCL,Crops and livestock products,232,Eritrea,5510,Production,02292,Raw milk of goats,2022,2022,t,9411.5,I,Imputed value,,Low income economies
1334,QCL,Crops and livestock products,232,Eritrea,5510,Production,02291,Raw milk of sheep,2022,2022,t,5835.27,I,Imputed value,,Low income economies
1335,QCL,Crops and livestock products,232,Eritrea,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,205.09,I,Imputed value,,Low income economies
1336,QCL,Crops and livestock products,232,Eritrea,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,1317.59,E,Estimated value,,Low income economies
1337,QCL,Crops and livestock products,233,Estonia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,10500.0,A,Official figure,,High-income economies
1338,QCL,Crops and livestock products,233,Estonia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,8770.0,A,Official figure,,High-income economies
1339,QCL,Crops and livestock products,233,Estonia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,23100.0,A,Official figure,,High-income economies
1340,QCL,Crops and livestock products,233,Estonia,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,A,Official figure,,High-income economies
1341,QCL,Crops and livestock products,233,Estonia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,10.0,A,Official figure,,High-income economies
1342,QCL,Crops and livestock products,233,Estonia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,43230.0,A,Official figure,,High-income economies
1343,QCL,Crops and livestock products,233,Estonia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,270.0,A,Official figure,,High-income economies
1344,QCL,Crops and livestock products,233,Estonia,5510,Production,02910,Natural honey,2022,2022,t,1631.0,A,Official figure,,High-income economies
1345,QCL,Crops and livestock products,233,Estonia,5510,Production,02212,Raw milk of buffalo,2022,2022,t,0.0,A,Official figure,,High-income economies
1346,QCL,Crops and livestock products,233,Estonia,5510,Production,02211,Raw milk of cattle,2022,2022,t,848100.0,A,Official figure,,High-income economies
1347,QCL,Crops and livestock products,233,Estonia,5510,Production,02292,Raw milk of goats,2022,2022,t,500.0,A,Official figure,,High-income economies
1348,QCL,Crops and livestock products,233,Estonia,5510,Production,02291,Raw milk of sheep,2022,2022,t,0.0,A,Official figure,,High-income economies
1349,QCL,Crops and livestock products,748,Eswatini,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,413.63,I,Imputed value,,Lower-middle-income economies
1350,QCL,Crops and livestock products,748,Eswatini,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,1999.21,I,Imputed value,,Lower-middle-income economies
1351,QCL,Crops and livestock products,748,Eswatini,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,266.01,I,Imputed value,,Lower-middle-income economies
1352,QCL,Crops and livestock products,748,Eswatini,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,72.39,I,Imputed value,,Lower-middle-income economies
1353,QCL,Crops and livestock products,748,Eswatini,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,141.34,I,Imputed value,,Lower-middle-income economies
1354,QCL,Crops and livestock products,748,Eswatini,5510,Production,21511.01,Fat of pigs,2022,2022,t,72.39,I,Imputed value,,Lower-middle-income economies
1355,QCL,Crops and livestock products,748,Eswatini,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,26.27,I,Imputed value,,Lower-middle-income economies
1356,QCL,Crops and livestock products,748,Eswatini,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,1339.01,E,Estimated value,,Lower-middle-income economies
1358,QCL,Crops and livestock products,748,Eswatini,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,16889.88,I,Imputed value,,Lower-middle-income economies
1359,QCL,Crops and livestock products,748,Eswatini,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,5456.37,I,Imputed value,,Lower-middle-income economies
1360,QCL,Crops and livestock products,748,Eswatini,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,1576.34,I,Imputed value,,Lower-middle-income economies
1361,QCL,Crops and livestock products,748,Eswatini,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,1428.32,I,Imputed value,,Lower-middle-income economies
1362,QCL,Crops and livestock products,748,Eswatini,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,714.14,I,Imputed value,,Lower-middle-income economies
1363,QCL,Crops and livestock products,748,Eswatini,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,1999.21,I,Imputed value,,Lower-middle-income economies
1364,QCL,Crops and livestock products,748,Eswatini,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,177.34,I,Imputed value,,Lower-middle-income economies
1365,QCL,Crops and livestock products,748,Eswatini,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,120.51,I,Imputed value,,Lower-middle-income economies
1366,QCL,Crops and livestock products,748,Eswatini,5510,Production,02211,Raw milk of cattle,2022,2022,t,39718.9,I,Imputed value,,Lower-middle-income economies
1367,QCL,Crops and livestock products,748,Eswatini,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,16.37,I,Imputed value,,Lower-middle-income economies
1368,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02960.01,Beeswax,2022,2022,t,5807.85,E,Estimated value,,Low income economies
1369,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,17176.43,I,Imputed value,,Low income economies
1370,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,83973.68,I,Imputed value,,Low income economies
1371,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,40050.84,I,Imputed value,,Low income economies
1372,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,109.48,I,Imputed value,,Low income economies
1373,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,25223.95,I,Imputed value,,Low income economies
1374,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,8886.45,I,Imputed value,,Low income economies
1375,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21519.02,Fat of camels,2022,2022,t,1066.37,I,Imputed value,,Low income economies
1376,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21511.01,Fat of pigs,2022,2022,t,162.74,I,Imputed value,,Low income economies
1377,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,94177.26,I,Imputed value,,Low income economies
1378,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,5506.99,I,Imputed value,,Low income economies
1379,QCL,Crops and livestock products,231,Ethiopia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,51600.14,E,Estimated value,,Low income economies
1381,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,35545.81,I,Imputed value,,Low income economies
1382,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,419868.38,I,Imputed value,,Low income economies
1383,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,49355.76,I,Imputed value,,Low income economies
1384,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,137674.75,I,Imputed value,,Low income economies
1385,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,2278.34,I,Imputed value,,Low income economies
1386,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,105099.81,I,Imputed value,,Low income economies
1387,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02910,Natural honey,2022,2022,t,17506.87,I,Imputed value,,Low income economies
1388,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Low income economies
1389,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,61071.76,I,Imputed value,,Low income economies
1390,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,32541.31,I,Imputed value,,Low income economies
1391,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,25223.95,I,Imputed value,,Low income economies
1392,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02293,Raw milk of camel,2022,2022,t,220446.0,E,Estimated value,,Low income economies
1393,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02211,Raw milk of cattle,2022,2022,t,4151456.33,E,Estimated value,,Low income economies
1394,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02292,Raw milk of goats,2022,2022,t,57811.01,I,Imputed value,,Low income economies
1395,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02291,Raw milk of sheep,2022,2022,t,54679.91,I,Imputed value,,Low income economies
1396,QCL,Crops and livestock products,231,Ethiopia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,2942.79,I,Imputed value,,Low income economies
1397,QCL,Crops and livestock products,231,Ethiopia,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,7307.25,I,Imputed value,,Low income economies
1398,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,4.01,I,Imputed value,,High-income economies
1399,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,16.23,I,Imputed value,,High-income economies
1400,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,109.55,I,Imputed value,,High-income economies
1401,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,103.0,A,Official figure,,High-income economies
1402,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,601.91,I,Imputed value,,High-income economies
1403,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,14.43,I,Imputed value,,High-income economies
1404,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,118.17,I,Imputed value,,High-income economies
1405,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,02211,Raw milk of cattle,2022,2022,t,7197.0,A,Official figure,,High-income economies
1406,QCL,Crops and livestock products,234,Faroe Islands,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,29.54,I,Imputed value,,High-income economies
1407,QCL,Crops and livestock products,242,Fiji,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,177.89,I,Imputed value,,Upper-middle-income economies
1408,QCL,Crops and livestock products,242,Fiji,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,526.25,I,Imputed value,,Upper-middle-income economies
1409,QCL,Crops and livestock products,242,Fiji,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,21.56,I,Imputed value,,Upper-middle-income economies
1410,QCL,Crops and livestock products,242,Fiji,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,366.34,I,Imputed value,,Upper-middle-income economies
1411,QCL,Crops and livestock products,242,Fiji,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,35.26,I,Imputed value,,Upper-middle-income economies
1412,QCL,Crops and livestock products,242,Fiji,5510,Production,21511.01,Fat of pigs,2022,2022,t,276.36,I,Imputed value,,Upper-middle-income economies
1413,QCL,Crops and livestock products,242,Fiji,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,7.34,I,Imputed value,,Upper-middle-income economies
